name,element,position,team_name,opponent_name,GW,season,total_points_last3,total_points_last5,minutes_last3,minutes_last5,goals_scored_last3,assists_last3,ict_index_last3,team_goals_last3,team_points_last3,opp_goals_last3,opp_points_last3,opp_conceded_last3_true,fixture_1_5_fdr
Yang Min-hyeok,594,MID,Spurs,Nott'm Forest,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,23.0,0.6666666666666666,30.333333333333332,1.0,2.0
Yankuba Minteh,160,MID,Brighton,Liverpool,31,2025-26,3.3333333333333335,2.2,40.0,25.8,0.3333333333333333,0.0,4.966666666666666,0.3333333333333333,33.0,0.6666666666666666,30.666666666666668,1.5,4.0
Yasin Ayari,166,MID,Brighton,Liverpool,31,2025-26,0.3333333333333333,0.2,4.666666666666667,2.8,0.0,0.0,0.03333333333333304,0.3333333333333333,33.0,0.6666666666666666,30.666666666666668,1.5,4.0
Yasin Özcan,46,DEF,Aston Villa,West Ham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,19.666666666666668,0.6666666666666666,35.0,0.5,2.0
Yehor Yarmoliuk,129,MID,Brentford,Leeds,31,2025-26,1.0,1.0,40.333333333333336,47.6,0.0,0.0,1.4333333333333336,0.6666666666666666,29.666666666666668,0.0,25.333333333333332,0.5,3.0
Yoane Wissa,135,FWD,Newcastle,Sunderland,31,2025-26,0.3333333333333333,0.2,5.0,3.0,0.0,0.0,0.09999999999999999,1.0,35.333333333333336,0.3333333333333333,31.0,0.5,2.0
Youri Tielemans,48,MID,Aston Villa,West Ham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,19.666666666666668,0.6666666666666666,35.0,0.5,2.0
Youssef Ramalho Chermiti,312,FWD,Everton,Chelsea,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,37.333333333333336,1.3333333333333333,28.666666666666668,1.0,3.0
Yunus Emre Konak,131,MID,Brentford,Leeds,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,29.666666666666668,0.0,25.333333333333332,0.5,3.0
Yusuf Akhamrich,751,MID,Spurs,Nott'm Forest,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,23.0,0.6666666666666666,30.333333333333332,1.0,2.0
Yves Bissouma,587,MID,Spurs,Nott'm Forest,31,2025-26,0.6666666666666666,1.2,42.0,52.2,0.0,0.0,0.8000000000000002,0.6666666666666666,23.0,0.6666666666666666,30.333333333333332,1.0,2.0
Zach Abbott,513,DEF,Nott'm Forest,Spurs,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,30.333333333333332,0.6666666666666666,23.0,2.0,3.0
Zain Silcott-Duberry,95,MID,Bournemouth,Man Utd,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.666666666666664,1.3333333333333333,28.0,1.5,3.0
Zak Johnson,538,DEF,Sunderland,Newcastle,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,31.0,1.0,35.333333333333336,0.5,4.0
Zeki Amdouni,216,FWD,Burnley,Fulham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.666666666666668,0.0,28.0,0.5,3.0
Zian Flemming,215,FWD,Burnley,Fulham,31,2025-26,2.6666666666666665,3.8,59.0,67.8,0.3333333333333333,0.0,4.266666666666667,0.0,25.666666666666668,0.0,28.0,0.5,3.0
Zépiqueno Redmond,65,FWD,Aston Villa,West Ham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,19.666666666666668,0.6666666666666666,35.0,0.5,2.0
Álex Jiménez Sánchez,713,DEF,Bournemouth,Man Utd,31,2025-26,3.6666666666666665,3.6,69.66666666666667,77.4,0.0,0.0,4.166666666666667,0.0,42.666666666666664,1.3333333333333333,28.0,1.5,3.0
Álex Moreno Lopera,43,DEF,Aston Villa,West Ham,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,19.666666666666668,0.6666666666666666,35.0,0.5,2.0
Ármin Pécsi,368,GK,Liverpool,Brighton,31,2025-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,30.666666666666668,0.3333333333333333,33.0,0.5,3.0
Đorđe Petrović,67,GK,Bournemouth,Man Utd,31,2025-26,5.0,5.4,90.0,90.0,0.0,0.0,1.8333333333333333,0.0,42.666666666666664,1.3333333333333333,28.0,1.5,3.0
